year,cancerType,stat,value
2006,Oral Cavity and Pharynx,deathsPerMillion, 26
2006,Ovary,deathsPerMillion, 50
2006,Pancreas,deathsPerMillion,112
2006,Prostate,deathsPerMillion, 95
2006,Stomach,deathsPerMillion, 38
2006,Thyroid,deathsPerMillion,5.1
2006,Urinary Bladder,deathsPerMillion, 45
2007,Brain and Other Nervous System,deaths,13234
2007,Breast,deaths,40969
2007,Cervix Uteri,deaths,4021
2007,Colon and Rectum,deaths,53219
2007,Corpus Uteri,deaths,3377
2007,Esophagus,deaths,13592
2007,Gallbladder,deaths,1914
2007,Kidney and Renal Pelvis,deaths,12703
2007,Larynx,deaths,3634
2007,Leukemias,deaths,21928
2007,Liver,deaths,13291
2007,Lung and Bronchus,deaths,158683
2007,Melanoma of the Skin,deaths,8461
2007,Myeloma,deaths,10872
2007,Non-Hodgkin Lymphoma,deaths,20528
2007,Oral Cavity and Pharynx,deaths,8067
2007,Ovary,deaths,14621
2007,Pancreas,deaths,34117
2007,Prostate,deaths,29093
2007,Stomach,deaths,11388
2007,Thyroid,deaths,1562
2007,Urinary Bladder,deaths,13843
2007,Brain and Other Nervous System,cases,21110
2007,Breast,cases,210993
2007,Cervix Uteri,cases,12652
2007,Colon and Rectum,cases,147689
2007,Corpus Uteri,cases,40938
2007,Esophagus,cases,15706
2007,Gallbladder,cases,3541
2007,Kidney and Renal Pelvis,cases,50461
2007,Larynx,cases,12583
2007,Leukemias,cases,40200
2007,Liver,cases,19541
2007,Lung and Bronchus,cases,212618
2007,Melanoma of the Skin,cases,60841
2007,Myeloma,cases,18491
2007,Non-Hodgkin Lymphoma,cases,61434
2007,Oral Cavity and Pharynx,cases,35617
2007,Ovary,cases,21645
2007,Pancreas,cases,37761
2007,Prostate,cases,235946
2007,Stomach,cases,21326
2007,Thyroid,cases,36284
2007,Urinary Bladder,cases,67040
2007,Brain and Other Nervous System,mortalityRate,0.63
2007,Breast,mortalityRate,0.19
2007,Cervix Uteri,mortalityRate,0.32
2007,Colon and Rectum,mortalityRate,0.36
2007,Corpus Uteri,mortalityRate,0.082
2007,Esophagus,mortalityRate,0.87
2007,Gallbladder,mortalityRate,0.54
2007,Kidney and Renal Pelvis,mortalityRate,0.25
2007,Larynx,mortalityRate,0.29
2007,Leukemias,mortalityRate,0.55
2007,Liver,mortalityRate,0.68
2007,Lung and Bronchus,mortalityRate,0.75
2007,Melanoma of the Skin,mortalityRate,0.14
2007,Myeloma,mortalityRate,0.59
2007,Non-Hodgkin Lymphoma,mortalityRate,0.33
2007,Oral Cavity and Pharynx,mortalityRate,0.23
2007,Ovary,mortalityRate,0.68
2007,Pancreas,mortalityRate,0.9
2007,Prostate,mortalityRate,0.12
2007,Stomach,mortalityRate,0.53
2007,Thyroid,mortalityRate,0.043
2007,Urinary Bladder,mortalityRate,0.21
2007,Brain and Other Nervous System,deathsPerMillion, 44
2007,Breast,deathsPerMillion,136
2007,Cervix Uteri,deathsPerMillion, 13
2007,Colon and Rectum,deathsPerMillion,177
2007,Corpus Uteri,deathsPerMillion, 11
2007,Esophagus,deathsPerMillion, 45
2007,Gallbladder,deathsPerMillion,6.4
2007,Kidney and Renal Pelvis,deathsPerMillion, 42
2007,Larynx,deathsPerMillion, 12
2007,Leukemias,deathsPerMillion, 73
2007,Liver,deathsPerMillion, 44
2007,Lung and Bronchus,deathsPerMillion,527
2007,Melanoma of the Skin,deathsPerMillion, 28
2007,Myeloma,deathsPerMillion, 36
2007,Non-Hodgkin Lymphoma,deathsPerMillion, 68
2007,Oral Cavity and Pharynx,deathsPerMillion, 27
2007,Ovary,deathsPerMillion, 49
2007,Pancreas,deathsPerMillion,113
2007,Prostate,deathsPerMillion, 97
2007,Stomach,deathsPerMillion, 38
2007,Thyroid,deathsPerMillion,5.2
2007,Urinary Bladder,deathsPerMillion, 46
2008,Brain and Other Nervous System,deaths,13724
2008,Breast,deaths,41026
2008,Cervix Uteri,deaths,4008
2008,Colon and Rectum,deaths,52857
2008,Corpus Uteri,deaths,3436
2008,Esophagus,deaths,13714
2008,Gallbladder,deaths,1971
2008,Kidney and Renal Pelvis,deaths,12895
2008,Larynx,deaths,3760
2008,Leukemias,deaths,22431
2008,Liver,deaths,14176
2008,Lung and Bronchus,deaths,158592
2008,Melanoma of the Skin,deaths,8623
2008,Myeloma,deaths,10606
2008,Non-Hodgkin Lymphoma,deaths,20368
2008,Oral Cavity and Pharynx,deaths,8019
2008,Ovary,deaths,14362
2008,Pancreas,deaths,35234
2008,Prostate,deaths,28471
2008,Stomach,deaths,11352
2008,Thyroid,deaths,1649
2008,Urinary Bladder,deaths,14036
2008,Brain and Other Nervous System,cases,21456
2008,Breast,cases,216427
2008,Cervix Uteri,cases,12651
2008,Colon and Rectum,cases,146607
2008,Corpus Uteri,cases,42454
2008,Esophagus,cases,16299
2008,Gallbladder,cases,3559
2008,Kidney and Renal Pelvis,cases,52345
2008,Larynx,cases,12536
2008,Leukemias,cases,40843
2008,Liver,cases,20639
2008,Lung and Bronchus,cases,215325
2008,Melanoma of the Skin,cases,62770
2008,Myeloma,cases,19423
2008,Non-Hodgkin Lymphoma,cases,62391
2008,Oral Cavity and Pharynx,cases,37072
2008,Ovary,cases,21898
2008,Pancreas,cases,39472
2008,Prostate,cases,224478
2008,Stomach,cases,21184
2008,Thyroid,cases,39767
2008,Urinary Bladder,cases,67999
2008,Brain and Other Nervous System,mortalityRate,0.64
2008,Breast,mortalityRate,0.19
2008,Cervix Uteri,mortalityRate,0.32
2008,Colon and Rectum,mortalityRate,0.36
2008,Corpus Uteri,mortalityRate,0.081
2008,Esophagus,mortalityRate,0.84
2008,Gallbladder,mortalityRate,0.55
2008,Kidney and Renal Pelvis,mortalityRate,0.25
2008,Larynx,mortalityRate,0.3
2008,Leukemias,mortalityRate,0.55
2008,Liver,mortalityRate,0.69
2008,Lung and Bronchus,mortalityRate,0.74
2008,Melanoma of the Skin,mortalityRate,0.14
2008,Myeloma,mortalityRate,0.55
2008,Non-Hodgkin Lymphoma,mortalityRate,0.33
2008,Oral Cavity and Pharynx,mortalityRate,0.22
2008,Ovary,mortalityRate,0.66
2008,Pancreas,mortalityRate,0.89
2008,Prostate,mortalityRate,0.13
2008,Stomach,mortalityRate,0.54
2008,Thyroid,mortalityRate,0.041
2008,Urinary Bladder,mortalityRate,0.21
2008,Brain and Other Nervous System,deathsPerMillion, 45
2008,Breast,deathsPerMillion,135
2008,Cervix Uteri,deathsPerMillion, 13
2008,Colon and Rectum,deathsPerMillion,174
2008,Corpus Uteri,deathsPerMillion, 11
2008,Esophagus,deathsPerMillion, 45
2008,Gallbladder,deathsPerMillion,6.5
2008,Kidney and Renal Pelvis,deathsPerMillion, 42
2008,Larynx,deathsPerMillion, 12
2008,Leukemias,deathsPerMillion, 74
2008,Liver,deathsPerMillion, 47
2008,Lung and Bronchus,deathsPerMillion,522
2008,Melanoma of the Skin,deathsPerMillion, 28
2008,Myeloma,deathsPerMillion, 35
2008,Non-Hodgkin Lymphoma,deathsPerMillion, 67
2008,Oral Cavity and Pharynx,deathsPerMillion, 26
2008,Ovary,deathsPerMillion, 47
2008,Pancreas,deathsPerMillion,116
2008,Prostate,deathsPerMillion, 94
2008,Stomach,deathsPerMillion, 37
2008,Thyroid,deathsPerMillion,5.4
2008,Urinary Bladder,deathsPerMillion, 46
2009,Brain and Other Nervous System,deaths,14176
2009,Breast,deaths,41076
2009,Cervix Uteri,deaths,3909
2009,Colon and Rectum,deaths,51848
2009,Corpus Uteri,deaths,3333
2009,Esophagus,deaths,13908
2009,Gallbladder,deaths,2048
2009,Kidney and Renal Pelvis,deaths,12995
2009,Larynx,deaths,3630
2009,Leukemias,deaths,22688
2009,Liver,deaths,14963
2009,Lung and Bronchus,deaths,158081
2009,Melanoma of the Skin,deaths,9199
2009,Myeloma,deaths,10690
2009,Non-Hodgkin Lymphoma,deaths,20389
2009,Oral Cavity and Pharynx,deaths,7922
2009,Ovary,deaths,14436
2009,Pancreas,deaths,35628
2009,Prostate,deaths,28088
2009,Stomach,deaths,11184
2009,Thyroid,deaths,1707
2009,Urinary Bladder,deaths,14201
2009,Brain and Other Nervous System,cases,21577
2009,Breast,cases,221612
2009,Cervix Uteri,cases,12803
2009,Colon and Rectum,cases,142349
2009,Corpus Uteri,cases,44246
2009,Esophagus,cases,16487
2009,Gallbladder,cases,3778
2009,Kidney and Renal Pelvis,cases,53210
2009,Larynx,cases,12604
2009,Leukemias,cases,41542
2009,Liver,cases,22433
2009,Lung and Bronchus,cases,215453
2009,Melanoma of the Skin,cases,64880
2009,Myeloma,cases,20171
2009,Non-Hodgkin Lymphoma,cases,63610
2009,Oral Cavity and Pharynx,cases,37592
2009,Ovary,cases,21476
2009,Pancreas,cases,39883
2009,Prostate,cases,219299
2009,Stomach,cases,21600
2009,Thyroid,cases,42404
2009,Urinary Bladder,cases,68862
2009,Brain and Other Nervous System,mortalityRate,0.66
2009,Breast,mortalityRate,0.19
2009,Cervix Uteri,mortalityRate,0.31
2009,Colon and Rectum,mortalityRate,0.36
2009,Corpus Uteri,mortalityRate,0.075
2009,Esophagus,mortalityRate,0.84
2009,Gallbladder,mortalityRate,0.54
2009,Kidney and Renal Pelvis,mortalityRate,0.24
2009,Larynx,mortalityRate,0.29
2009,Leukemias,mortalityRate,0.55
2009,Liver,mortalityRate,0.67
2009,Lung and Bronchus,mortalityRate,0.73
2009,Melanoma of the Skin,mortalityRate,0.14
2009,Myeloma,mortalityRate,0.53
2009,Non-Hodgkin Lymphoma,mortalityRate,0.32
2009,Oral Cavity and Pharynx,mortalityRate,0.21
2009,Ovary,mortalityRate,0.67
2009,Pancreas,mortalityRate,0.89
2009,Prostate,mortalityRate,0.13
2009,Stomach,mortalityRate,0.52
2009,Thyroid,mortalityRate,0.04
2009,Urinary Bladder,mortalityRate,0.21
2009,Brain and Other Nervous System,deathsPerMillion, 46
2009,Breast,deathsPerMillion,134
2009,Cervix Uteri,deathsPerMillion, 13
2009,Colon and Rectum,deathsPerMillion,169
2009,Corpus Uteri,deathsPerMillion, 11
2009,Esophagus,deathsPerMillion, 45
2009,Gallbladder,deathsPerMillion,6.7
2009,Kidney and Renal Pelvis,deathsPerMillion, 42
2009,Larynx,deathsPerMillion, 12
2009,Leukemias,deathsPerMillion, 74
2009,Liver,deathsPerMillion, 49
2009,Lung and Bronchus,deathsPerMillion,515
2009,Melanoma of the Skin,deathsPerMillion, 30
2009,Myeloma,deathsPerMillion, 35
2009,Non-Hodgkin Lymphoma,deathsPerMillion, 66
2009,Oral Cavity and Pharynx,deathsPerMillion, 26
2009,Ovary,deathsPerMillion, 47
2009,Pancreas,deathsPerMillion,116
2009,Prostate,deathsPerMillion, 92
2009,Stomach,deathsPerMillion, 36
2009,Thyroid,deathsPerMillion,5.6
2009,Urinary Bladder,deathsPerMillion, 46
2010,Brain and Other Nervous System,deaths,14164
2010,Breast,deaths,41435
2010,Cervix Uteri,deaths,3939
2010,Colon and Rectum,deaths,52045
2010,Corpus Uteri,deaths,3644
2010,Esophagus,deaths,14490
2010,Gallbladder,deaths,2105
2010,Kidney and Renal Pelvis,deaths,13219
2010,Larynx,deaths,3691
2010,Leukemias,deaths,22673
2010,Liver,deaths,15537
2010,Lung and Bronchus,deaths,158248
2010,Melanoma of the Skin,deaths,9154
2010,Myeloma,deaths,11022
2010,Non-Hodgkin Lymphoma,deaths,20294
2010,Oral Cavity and Pharynx,deaths,8474
2010,Ovary,deaths,14572
2010,Pancreas,deaths,36888
2010,Prostate,deaths,28560
2010,Stomach,deaths,11390
2010,Thyroid,deaths,1686
2010,Urinary Bladder,deaths,14730
2010,Brain and Other Nervous System,cases,21341
2010,Breast,cases,217652
2010,Cervix Uteri,cases,12357
2010,Colon and Rectum,cases,137834
2010,Corpus Uteri,cases,45116
2010,Esophagus,cases,15813
2010,Gallbladder,cases,3770
2010,Kidney and Renal Pelvis,cases,52712
2010,Larynx,cases,12688
2010,Leukemias,cases,43252
2010,Liver,cases,22499
2010,Lung and Bronchus,cases,211470
2010,Melanoma of the Skin,cases,64557
2010,Myeloma,cases,20527
2010,Non-Hodgkin Lymphoma,cases,63717
2010,Oral Cavity and Pharynx,cases,38236
2010,Ovary,cases,20929
2010,Pancreas,cases,40961
2010,Prostate,cases,209325
2010,Stomach,cases,22493
2010,Thyroid,cases,43292
2010,Urinary Bladder,cases,68530
2010,Brain and Other Nervous System,mortalityRate,0.66
2010,Breast,mortalityRate,0.19
2010,Cervix Uteri,mortalityRate,0.32
2010,Colon and Rectum,mortalityRate,0.38
2010,Corpus Uteri,mortalityRate,0.081
2010,Esophagus,mortalityRate,0.92
2010,Gallbladder,mortalityRate,0.56
2010,Kidney and Renal Pelvis,mortalityRate,0.25
2010,Larynx,mortalityRate,0.29
2010,Leukemias,mortalityRate,0.52
2010,Liver,mortalityRate,0.69
2010,Lung and Bronchus,mortalityRate,0.75
2010,Melanoma of the Skin,mortalityRate,0.14
2010,Myeloma,mortalityRate,0.54
2010,Non-Hodgkin Lymphoma,mortalityRate,0.32
2010,Oral Cavity and Pharynx,mortalityRate,0.22
2010,Ovary,mortalityRate,0.7
2010,Pancreas,mortalityRate,0.9
2010,Prostate,mortalityRate,0.14
2010,Stomach,mortalityRate,0.51
2010,Thyroid,mortalityRate,0.039
2010,Urinary Bladder,mortalityRate,0.21
2010,Brain and Other Nervous System,deathsPerMillion, 46
2010,Breast,deathsPerMillion,134
2010,Cervix Uteri,deathsPerMillion, 13
2010,Colon and Rectum,deathsPerMillion,168
2010,Corpus Uteri,deathsPerMillion, 12
2010,Esophagus,deathsPerMillion, 47
2010,Gallbladder,deathsPerMillion,6.8
2010,Kidney and Renal Pelvis,deathsPerMillion, 43
2010,Larynx,deathsPerMillion, 12
2010,Leukemias,deathsPerMillion, 73
2010,Liver,deathsPerMillion, 50
2010,Lung and Bronchus,deathsPerMillion,512
2010,Melanoma of the Skin,deathsPerMillion, 30
2010,Myeloma,deathsPerMillion, 36
2010,Non-Hodgkin Lymphoma,deathsPerMillion, 66
2010,Oral Cavity and Pharynx,deathsPerMillion, 27
2010,Ovary,deathsPerMillion, 47
2010,Pancreas,deathsPerMillion,119
2010,Prostate,deathsPerMillion, 92
2010,Stomach,deathsPerMillion, 37
2010,Thyroid,deathsPerMillion,5.5
2010,Urinary Bladder,deathsPerMillion, 48
2011,Brain and Other Nervous System,deaths,14491
2011,Breast,deaths,41374
2011,Cervix Uteri,deaths,4092
2011,Colon and Rectum,deaths,51783
2011,Corpus Uteri,deaths,3714
2011,Esophagus,deaths,14446
2011,Gallbladder,deaths,2101
2011,Kidney and Renal Pelvis,deaths,13559
2011,Larynx,deaths,3732
2011,Leukemias,deaths,23194
2011,Liver,deaths,16631
2011,Lung and Bronchus,deaths,156953
2011,Melanoma of the Skin,deaths,9128
2011,Myeloma,deaths,11411
2011,Non-Hodgkin Lymphoma,deaths,20317
2011,Oral Cavity and Pharynx,deaths,8657
2011,Ovary,deaths,14346
2011,Pancreas,deaths,37344
2011,Prostate,deaths,27970
2011,Stomach,deaths,11035
2011,Thyroid,deaths,1747
2011,Urinary Bladder,deaths,15014
2011,Brain and Other Nervous System,cases,21084
2011,Breast,cases,222175
2011,Cervix Uteri,cases,12109
2011,Colon and Rectum,cases,135260
2011,Corpus Uteri,cases,45994
2011,Esophagus,cases,15914
2011,Gallbladder,cases,3778
2011,Kidney and Renal Pelvis,cases,53185
2011,Larynx,cases,12253
2011,Leukemias,cases,42836
2011,Liver,cases,23092
2011,Lung and Bronchus,cases,207339
2011,Melanoma of the Skin,cases,65647
2011,Myeloma,cases,20696
2011,Non-Hodgkin Lymphoma,cases,62445
2011,Oral Cavity and Pharynx,cases,39152
2011,Ovary,cases,20593
2011,Pancreas,cases,41473
2011,Prostate,cases,209292
2011,Stomach,cases,22424
2011,Thyroid,cases,44332
2011,Urinary Bladder,cases,68070
2011,Brain and Other Nervous System,mortalityRate,0.69
2011,Breast,mortalityRate,0.19
2011,Cervix Uteri,mortalityRate,0.34
2011,Colon and Rectum,mortalityRate,0.38
2011,Corpus Uteri,mortalityRate,0.081
2011,Esophagus,mortalityRate,0.91
2011,Gallbladder,mortalityRate,0.56
2011,Kidney and Renal Pelvis,mortalityRate,0.25
2011,Larynx,mortalityRate,0.3
2011,Leukemias,mortalityRate,0.54
2011,Liver,mortalityRate,0.72
2011,Lung and Bronchus,mortalityRate,0.76
2011,Melanoma of the Skin,mortalityRate,0.14
2011,Myeloma,mortalityRate,0.55
2011,Non-Hodgkin Lymphoma,mortalityRate,0.33
2011,Oral Cavity and Pharynx,mortalityRate,0.22
2011,Ovary,mortalityRate,0.7
2011,Pancreas,mortalityRate,0.9
2011,Prostate,mortalityRate,0.13
2011,Stomach,mortalityRate,0.49
2011,Thyroid,mortalityRate,0.039
2011,Urinary Bladder,mortalityRate,0.22
2011,Brain and Other Nervous System,deathsPerMillion, 47
2011,Breast,deathsPerMillion,133
2011,Cervix Uteri,deathsPerMillion, 13
2011,Colon and Rectum,deathsPerMillion,166
2011,Corpus Uteri,deathsPerMillion, 12
2011,Esophagus,deathsPerMillion, 46
2011,Gallbladder,deathsPerMillion,6.7
2011,Kidney and Renal Pelvis,deathsPerMillion, 44
2011,Larynx,deathsPerMillion, 12
2011,Leukemias,deathsPerMillion, 74
2011,Liver,deathsPerMillion, 53
2011,Lung and Bronchus,deathsPerMillion,504
2011,Melanoma of the Skin,deathsPerMillion, 29
2011,Myeloma,deathsPerMillion, 37
2011,Non-Hodgkin Lymphoma,deathsPerMillion, 65
2011,Oral Cavity and Pharynx,deathsPerMillion, 28
2011,Ovary,deathsPerMillion, 46
2011,Pancreas,deathsPerMillion,120
2011,Prostate,deathsPerMillion, 90
2011,Stomach,deathsPerMillion, 35
2011,Thyroid,deathsPerMillion,5.6
2011,Urinary Bladder,deathsPerMillion, 48
