"Extraversion","Agreeableness","Conscientiousness","Emotional_Stability","Openness","timestamp","who_are_you","num_name","date_time","hour"
3,5,4,5,1,"2/20/2026 21:50:27","Ethan",1,2026-02-20 21:50:08,19
4,5,4,4,2,"2/5/2026 19:34:35","Ethan",1,2026-02-05 22:42:48,19
7,5,6,5,7,"2/5/2026 19:34:35","Ethan",1,2026-02-06 14:06:46,21
7,4,7,5,6,"2/5/2026 22:00:48","Cailey",0,2026-02-05 22:42:48,18
3,7,5,5,3,"2/20/2026 21:50:27","Ethan",1,2026-02-20 21:50:17,19
5,5,7,3,6,"2/12/2026 17:47:13","Cailey",0,2026-02-12 18:03:41,19
5,5,5,5,2,"2/6/2026 10:49:15","Cailey",0,2026-02-05 19:34:35,10
7,5,7,4,7,"2/5/2026 22:00:48","Cailey",0,2026-02-13 19:58:39,19
2,5,1,7,3,"2/21/2026 12:39:51","Cailey",0,2026-02-20 21:50:27,12
2,1,3,1,1,"2/20/2026 21:49:58","Ethan",1,2026-02-20 21:50:08,19
6,7,7,5,7,"2/5/2026 22:00:48","Cailey",0,2026-02-13 19:58:39,19
5,5,7,5,5,"2/5/2026 22:00:48","Cailey",0,2026-02-13 19:58:39,21
3,5,5,5,5,"2/5/2026 19:34:35","Ethan",1,2026-02-05 22:00:48,19
4,7,5,5,5,"2/20/2026 21:50:17","Ethan",1,2026-02-20 21:49:48,19
4,7,1,5,1,"2/12/2026 17:47:13","Cailey",0,2026-02-06 10:48:57,21
4,5,4,4,5,"2/5/2026 22:42:48","Ethan",1,2026-02-06 10:48:57,18
2,3,1,3,1,"2/21/2026 12:40:29","Cailey",0,2026-02-21 12:40:29,10
1,5,5,6,3,"2/21/2026 12:39:51","Cailey",0,2026-02-21 12:40:29,14
2,1,1,2,2,"2/21/2026 12:40:09","Ethan",1,2026-02-20 21:50:27,10
4,5,3,4,5,"2/5/2026 19:34:35","Ethan",1,2026-02-05 22:42:48,17
2,5,3,5,2,"2/6/2026 14:06:46","Ethan",1,2026-02-06 10:48:57,14
7,5,6,5,7,"2/6/2026 10:49:15","Cailey",0,2026-02-06 10:48:57,12
7,7,7,5,5,"2/6/2026 10:49:15","Cailey",0,2026-02-13 19:58:39,10
5,4,7,7,5,"2/5/2026 19:30:05","Cailey",0,2026-02-06 10:49:15,21
3,5,3,5,5,"2/5/2026 22:42:48","Ethan",1,2026-02-06 10:49:15,21
2,5,4,7,3,"2/21/2026 12:39:51","Cailey",0,2026-02-20 21:49:48,10
5,7,5,7,3,"2/20/2026 21:50:17","Ethan",1,2026-02-20 21:49:48,21
4,4,1,3,4,"2/20/2026 21:50:17","Ethan",1,2026-02-20 21:49:58,21
3,5,5,6,5,"2/13/2026 19:58:39","Ethan",1,2026-02-06 10:49:15,22
5,5,6,5,6,"2/5/2026 19:30:05","Cailey",0,2026-02-12 18:03:41,22
5,7,4,6,2,"2/12/2026 18:03:41","Ethan",1,2026-02-12 17:47:13,19
1,4,5,7,2,"2/20/2026 21:49:58","Ethan",1,2026-02-20 21:50:08,21
3,4,4,5,5,"2/13/2026 19:58:39","Ethan",1,2026-02-05 19:30:05,21
7,5,6,7,7,"2/5/2026 19:34:35","Ethan",1,2026-02-05 22:42:48,18
4,5,5,7,3,"2/5/2026 22:42:48","Ethan",1,2026-02-06 10:48:57,19
2,5,4,5,3,"2/6/2026 10:48:57","Ethan",1,2026-02-13 19:58:39,12
2,1,5,2,1,"2/21/2026 12:39:51","Cailey",0,2026-02-20 21:50:27,12
3,5,6,5,6,"2/5/2026 19:30:05","Cailey",0,2026-02-12 17:47:13,21
5,4,6,7,5,"2/20/2026 21:50:08","Ethan",1,2026-02-21 12:40:09,19
7,5,5,7,3,"2/6/2026 10:49:15","Cailey",0,2026-02-05 19:34:35,10
1,1,5,1,2,"2/21/2026 12:40:29","Cailey",0,2026-02-20 21:49:48,14
1,3,2,1,2,"2/20/2026 21:49:58","Ethan",1,2026-02-21 12:40:29,21
1,1,1,2,1,"2/6/2026 10:48:57","Ethan",1,2026-02-05 19:30:05,12
2,1,1,1,6,"2/20/2026 21:49:48","Ethan",1,2026-02-20 21:49:58,21
4,5,5,5,3,"2/5/2026 22:00:48","Cailey",0,2026-02-13 19:58:39,21
7,5,7,7,6,"2/6/2026 10:49:15","Cailey",0,2026-02-05 19:34:35,10
4,5,5,3,5,"2/13/2026 19:58:39","Ethan",1,2026-02-05 22:42:48,21
2,1,4,2,3,"2/20/2026 21:49:58","Ethan",1,2026-02-20 21:49:48,19
2,1,2,3,5,"2/21/2026 12:39:51","Cailey",0,2026-02-20 21:49:48,12
4,5,5,5,1,"2/12/2026 18:03:41","Ethan",1,2026-02-05 22:42:48,19
2,1,4,2,5,"2/6/2026 14:06:46","Ethan",1,2026-02-06 14:06:46,12
6,5,7,5,7,"2/20/2026 21:50:27","Ethan",1,2026-02-20 21:49:58,17
5,5,5,5,3,"2/5/2026 22:00:48","Cailey",0,2026-02-05 22:00:48,19
4,5,5,3,6,"2/13/2026 19:58:39","Ethan",1,2026-02-13 19:58:39,21
6,5,5,7,5,"2/20/2026 21:50:17","Ethan",1,2026-02-20 21:49:58,21
7,5,6,4,7,"2/5/2026 22:42:48","Ethan",1,2026-02-06 14:06:46,21
7,5,7,5,7,"2/6/2026 10:49:15","Cailey",0,2026-02-12 18:03:41,10
5,7,7,3,7,"2/20/2026 21:50:08","Ethan",1,2026-02-20 21:49:48,22
5,4,4,5,1,"2/5/2026 22:42:48","Ethan",1,2026-02-12 17:47:13,22
1,3,6,3,6,"2/21/2026 12:40:29","Cailey",0,2026-02-20 21:50:08,12
3,5,5,5,6,"2/20/2026 21:50:08","Ethan",1,2026-02-20 21:49:48,19
3,5,2,6,3,"2/13/2026 19:58:39","Ethan",1,2026-02-06 14:06:46,19
1,3,3,1,5,"2/20/2026 21:49:58","Ethan",1,2026-02-20 21:50:08,21
5,7,6,7,5,"2/20/2026 21:50:27","Ethan",1,2026-02-20 21:50:08,18
5,5,4,5,3,"2/5/2026 19:34:35","Ethan",1,2026-02-13 19:58:39,17
1,5,4,3,2,"2/6/2026 14:06:46","Ethan",1,2026-02-05 22:00:48,12
3,5,4,4,3,"2/13/2026 19:58:39","Ethan",1,2026-02-05 19:34:35,21
3,5,5,3,6,"2/12/2026 18:03:41","Ethan",1,2026-02-12 18:03:41,21
7,5,7,4,6,"2/5/2026 19:30:05","Cailey",0,2026-02-05 19:34:35,21
1,4,2,7,2,"2/21/2026 12:40:09","Ethan",1,2026-02-20 21:50:17,10
2,1,5,3,2,"2/21/2026 12:40:29","Cailey",0,2026-02-20 21:49:48,12
7,5,7,4,5,"2/6/2026 10:49:15","Cailey",0,2026-02-06 10:48:57,12
3,7,5,5,5,"2/12/2026 18:03:41","Ethan",1,2026-02-12 18:03:41,21
1,3,3,1,5,"2/20/2026 21:49:58","Ethan",1,2026-02-20 21:49:58,21
4,5,3,7,5,"2/5/2026 19:34:35","Ethan",1,2026-02-12 17:47:13,21
7,5,4,5,3,"2/5/2026 22:42:48","Ethan",1,2026-02-05 19:30:05,21
3,7,4,5,1,"2/12/2026 17:47:13","Cailey",0,2026-02-06 14:06:46,21
1,1,3,2,3,"2/21/2026 12:39:51","Cailey",0,2026-02-20 21:50:08,12
4,5,5,6,2,"2/13/2026 19:58:39","Ethan",1,2026-02-12 17:47:13,18
3,4,5,5,2,"2/5/2026 19:34:35","Ethan",1,2026-02-05 22:00:48,22
6,5,6,6,6,"2/12/2026 17:47:13","Cailey",0,2026-02-06 10:49:15,19
3,7,5,5,5,"2/5/2026 19:34:35","Ethan",1,2026-02-05 19:30:05,21
6,5,7,5,7,"2/6/2026 10:49:15","Cailey",0,2026-02-06 14:06:46,12
2,1,5,3,5,"2/20/2026 21:49:58","Ethan",1,2026-02-20 21:50:17,17
7,5,6,5,7,"2/6/2026 10:49:15","Cailey",0,2026-02-06 10:49:15,12
2,1,3,1,5,"2/21/2026 12:40:29","Cailey",0,2026-02-20 21:50:27,14
7,5,6,4,7,"2/5/2026 22:00:48","Cailey",0,2026-02-13 19:58:39,21
2,5,4,5,2,"2/21/2026 12:39:51","Cailey",0,2026-02-20 21:50:27,10
2,1,4,2,2,"2/6/2026 10:48:57","Ethan",1,2026-02-05 19:30:05,12
3,4,3,5,1,"2/20/2026 21:50:17","Ethan",1,2026-02-20 21:50:08,17
2,3,2,3,5,"2/20/2026 21:49:58","Ethan",1,2026-02-20 21:50:08,17
2,3,3,2,6,"2/20/2026 21:49:48","Ethan",1,2026-02-20 21:50:08,22
7,5,4,4,2,"2/5/2026 19:30:05","Cailey",0,2026-02-05 22:00:48,19
2,4,1,7,1,"2/21/2026 12:39:51","Cailey",0,2026-02-20 21:49:58,10
7,5,5,3,3,"2/5/2026 19:34:35","Ethan",1,2026-02-06 10:49:15,21
3,7,3,5,2,"2/12/2026 18:03:41","Ethan",1,2026-02-05 22:42:48,18
1,1,6,3,6,"2/21/2026 12:40:29","Cailey",0,2026-02-21 12:39:51,12
4,7,4,3,3,"2/5/2026 19:34:35","Ethan",1,2026-02-05 22:42:48,21
3,7,4,5,3,"2/20/2026 21:50:08","Ethan",1,2026-02-21 12:40:09,17
7,5,7,5,7,"2/5/2026 19:34:35","Ethan",1,2026-02-06 14:06:46,21
2,4,6,7,7,"2/20/2026 21:49:58","Ethan",1,2026-02-21 12:39:51,21
5,5,6,7,7,"2/12/2026 18:03:41","Ethan",1,2026-02-06 10:48:57,21
2,1,5,1,3,"2/20/2026 21:49:58","Ethan",1,2026-02-20 21:50:17,22
1,1,1,2,3,"2/6/2026 14:06:46","Ethan",1,2026-02-05 22:00:48,12
2,1,5,1,2,"2/6/2026 14:06:46","Ethan",1,2026-02-06 14:06:46,12
1,1,1,1,3,"2/6/2026 10:48:57","Ethan",1,2026-02-12 18:03:41,12
7,4,4,6,3,"2/13/2026 19:58:39","Ethan",1,2026-02-06 10:49:15,21
4,5,1,5,2,"2/12/2026 18:03:41","Ethan",1,2026-02-05 19:34:35,21
7,7,7,5,7,"2/5/2026 22:42:48","Ethan",1,2026-02-06 10:49:15,22
1,5,1,5,3,"2/6/2026 14:06:46","Ethan",1,2026-02-12 18:03:41,10
4,5,5,7,3,"2/20/2026 21:50:08","Ethan",1,2026-02-20 21:49:58,21
2,4,1,5,1,"2/6/2026 10:48:57","Ethan",1,2026-02-06 10:49:15,10
2,1,3,2,1,"2/6/2026 14:06:46","Ethan",1,2026-02-05 22:00:48,10
7,7,7,5,6,"2/13/2026 19:58:39","Ethan",1,2026-02-05 19:34:35,19
2,1,2,3,5,"2/20/2026 21:49:58","Ethan",1,2026-02-20 21:49:48,19
1,1,4,2,2,"2/20/2026 21:49:58","Ethan",1,2026-02-20 21:50:17,19
4,5,5,7,4,"2/20/2026 21:50:27","Ethan",1,2026-02-20 21:50:27,17
4,7,4,5,5,"2/5/2026 22:00:48","Cailey",0,2026-02-05 19:30:05,18
2,4,1,5,6,"2/20/2026 21:49:58","Ethan",1,2026-02-21 12:39:51,21
2,5,2,5,4,"2/6/2026 14:06:46","Ethan",1,2026-02-05 22:00:48,12
3,5,1,5,5,"2/20/2026 21:50:27","Ethan",1,2026-02-20 21:50:27,21
2,4,3,5,3,"2/20/2026 21:49:48","Ethan",1,2026-02-20 21:49:48,22
7,7,5,5,5,"2/12/2026 17:47:13","Cailey",0,2026-02-05 22:00:48,21
4,4,3,5,2,"2/12/2026 18:03:41","Ethan",1,2026-02-06 14:06:46,21
1,4,5,5,6,"2/20/2026 21:49:48","Ethan",1,2026-02-21 12:39:51,21
1,3,6,1,5,"2/21/2026 12:40:09","Ethan",1,2026-02-21 12:40:09,10
7,4,5,5,3,"2/5/2026 19:30:05","Cailey",0,2026-02-05 19:30:05,21
4,7,1,5,2,"2/12/2026 17:47:13","Cailey",0,2026-02-06 10:49:15,18
3,5,1,5,2,"2/20/2026 21:50:27","Ethan",1,2026-02-21 12:40:29,21
2,1,5,1,3,"2/6/2026 14:06:46","Ethan",1,2026-02-05 19:34:35,14
2,3,3,2,3,"2/20/2026 21:49:48","Ethan",1,2026-02-20 21:50:08,21
2,1,6,2,5,"2/21/2026 12:39:51","Cailey",0,2026-02-20 21:49:58,12
5,4,4,5,1,"2/20/2026 21:50:17","Ethan",1,2026-02-20 21:50:08,21
6,7,6,5,5,"2/12/2026 18:03:41","Ethan",1,2026-02-06 14:06:46,21
2,1,6,2,7,"2/6/2026 14:06:46","Ethan",1,2026-02-13 19:58:39,12
3,5,1,5,3,"2/13/2026 19:58:39","Ethan",1,2026-02-06 14:06:46,22
2,4,4,5,3,"2/20/2026 21:49:48","Ethan",1,2026-02-21 12:40:29,21
4,4,6,3,7,"2/5/2026 19:30:05","Cailey",0,2026-02-05 22:00:48,21
1,3,4,1,2,"2/20/2026 21:49:48","Ethan",1,2026-02-21 12:40:29,21
3,7,5,7,3,"2/13/2026 19:58:39","Ethan",1,2026-02-06 10:49:15,22
2,1,6,1,5,"2/6/2026 14:06:46","Ethan",1,2026-02-12 17:47:13,12
5,5,6,7,7,"2/20/2026 21:50:17","Ethan",1,2026-02-21 12:39:51,21
3,5,4,7,1,"2/12/2026 17:47:13","Cailey",0,2026-02-12 18:03:41,19
7,4,7,4,6,"2/20/2026 21:50:17","Ethan",1,2026-02-20 21:49:48,18
3,5,5,5,2,"2/20/2026 21:50:27","Ethan",1,2026-02-21 12:39:51,22
3,5,5,5,2,"2/12/2026 18:03:41","Ethan",1,2026-02-06 14:06:46,21
5,5,7,5,5,"2/20/2026 21:50:27","Ethan",1,2026-02-20 21:50:27,22
5,5,7,5,7,"2/12/2026 18:03:41","Ethan",1,2026-02-05 22:00:48,19
2,1,5,1,6,"2/20/2026 21:49:48","Ethan",1,2026-02-20 21:50:17,21
2,5,1,4,2,"2/20/2026 21:49:48","Ethan",1,2026-02-21 12:39:51,21
3,5,1,5,3,"2/12/2026 17:47:13","Cailey",0,2026-02-05 22:42:48,21
3,5,4,5,6,"2/5/2026 19:34:35","Ethan",1,2026-02-13 19:58:39,22
1,1,5,1,4,"2/21/2026 12:40:09","Ethan",1,2026-02-21 12:40:09,10
3,7,4,3,3,"2/5/2026 19:34:35","Ethan",1,2026-02-05 22:00:48,21
4,5,5,5,3,"2/20/2026 21:50:17","Ethan",1,2026-02-20 21:50:08,21
3,7,3,5,4,"2/5/2026 22:00:48","Cailey",0,2026-02-05 22:00:48,21
3,4,5,5,3,"2/20/2026 21:50:08","Ethan",1,2026-02-20 21:49:48,21
4,7,1,4,2,"2/12/2026 17:47:13","Cailey",0,2026-02-05 22:00:48,17
7,5,5,6,5,"2/20/2026 21:50:08","Ethan",1,2026-02-20 21:49:58,21
5,5,4,3,3,"2/12/2026 18:03:41","Ethan",1,2026-02-12 17:47:13,21
3,7,3,4,4,"2/5/2026 19:30:05","Cailey",0,2026-02-12 18:03:41,19
3,4,4,7,5,"2/5/2026 22:42:48","Ethan",1,2026-02-05 22:00:48,22
7,5,7,3,7,"2/20/2026 21:50:08","Ethan",1,2026-02-20 21:50:08,17
2,1,5,1,3,"2/6/2026 10:48:57","Ethan",1,2026-02-06 10:49:15,10
5,7,6,5,7,"2/12/2026 17:47:13","Cailey",0,2026-02-05 19:30:05,19
2,1,4,2,2,"2/20/2026 21:49:58","Ethan",1,2026-02-20 21:50:27,21
2,5,4,3,2,"2/6/2026 14:06:46","Ethan",1,2026-02-12 17:47:13,12
1,3,4,1,5,"2/6/2026 10:48:57","Ethan",1,2026-02-05 22:42:48,12
7,5,6,5,5,"2/6/2026 10:49:15","Cailey",0,2026-02-06 10:49:15,12
3,7,2,6,5,"2/20/2026 21:50:08","Ethan",1,2026-02-21 12:40:29,21
3,5,5,5,5,"2/20/2026 21:50:17","Ethan",1,2026-02-20 21:50:27,17
4,5,3,5,2,"2/12/2026 18:03:41","Ethan",1,2026-02-12 18:03:41,19
1,4,1,5,3,"2/21/2026 12:40:09","Ethan",1,2026-02-21 12:40:29,10
2,1,4,2,4,"2/21/2026 12:40:09","Ethan",1,2026-02-20 21:49:48,12
3,5,3,5,2,"2/6/2026 10:49:15","Cailey",0,2026-02-05 19:30:05,10
1,5,5,5,2,"2/20/2026 21:49:48","Ethan",1,2026-02-21 12:39:51,22
1,3,3,3,5,"2/21/2026 12:40:09","Ethan",1,2026-02-21 12:39:51,12
1,1,3,2,6,"2/20/2026 21:49:58","Ethan",1,2026-02-21 12:39:51,19
7,4,5,7,2,"2/20/2026 21:50:08","Ethan",1,2026-02-21 12:39:51,21
4,5,3,4,6,"2/12/2026 18:03:41","Ethan",1,2026-02-05 19:30:05,21
3,5,4,5,5,"2/6/2026 10:49:15","Cailey",0,2026-02-13 19:58:39,14
4,5,4,5,2,"2/6/2026 10:49:15","Cailey",0,2026-02-06 14:06:46,12
3,5,6,3,5,"2/5/2026 19:30:05","Cailey",0,2026-02-06 14:06:46,18
2,1,3,1,1,"2/6/2026 14:06:46","Ethan",1,2026-02-06 10:49:15,12
3,7,2,5,5,"2/5/2026 19:34:35","Ethan",1,2026-02-06 10:48:57,21
7,7,7,5,6,"2/5/2026 22:42:48","Ethan",1,2026-02-06 14:06:46,21
7,5,7,7,6,"2/20/2026 21:50:17","Ethan",1,2026-02-21 12:40:09,17
4,5,5,5,3,"2/20/2026 21:50:27","Ethan",1,2026-02-20 21:50:17,22
3,4,6,3,7,"2/6/2026 10:49:15","Cailey",0,2026-02-05 19:34:35,12
1,4,3,5,5,"2/21/2026 12:40:09","Ethan",1,2026-02-21 12:40:29,12
1,1,3,3,1,"2/21/2026 12:39:51","Cailey",0,2026-02-21 12:40:09,14
4,7,3,7,1,"2/12/2026 17:47:13","Cailey",0,2026-02-05 22:42:48,21
7,7,4,5,3,"2/13/2026 19:58:39","Ethan",1,2026-02-06 10:49:15,21
3,5,1,5,3,"2/20/2026 21:50:17","Ethan",1,2026-02-21 12:40:09,21
5,5,7,5,5,"2/5/2026 19:34:35","Ethan",1,2026-02-12 18:03:41,21
6,5,7,5,5,"2/5/2026 22:42:48","Ethan",1,2026-02-06 10:49:15,21
2,1,4,3,5,"2/21/2026 12:40:09","Ethan",1,2026-02-20 21:50:17,12
3,4,4,5,2,"2/5/2026 22:00:48","Cailey",0,2026-02-05 19:30:05,17
4,7,3,7,6,"2/20/2026 21:50:08","Ethan",1,2026-02-20 21:49:48,22
6,5,7,5,5,"2/20/2026 21:50:08","Ethan",1,2026-02-21 12:39:51,21
7,5,7,3,7,"2/5/2026 22:00:48","Cailey",0,2026-02-06 10:49:15,17
7,5,4,5,2,"2/6/2026 10:49:15","Cailey",0,2026-02-05 19:34:35,12
2,1,1,1,2,"2/21/2026 12:39:51","Cailey",0,2026-02-20 21:50:27,10
3,7,5,5,3,"2/13/2026 19:58:39","Ethan",1,2026-02-05 22:42:48,19
3,5,3,5,3,"2/5/2026 19:34:35","Ethan",1,2026-02-05 19:34:35,22
7,4,5,7,5,"2/12/2026 18:03:41","Ethan",1,2026-02-13 19:58:39,22
5,5,7,5,7,"2/12/2026 18:03:41","Ethan",1,2026-02-05 22:00:48,18
1,5,4,5,5,"2/21/2026 12:40:29","Cailey",0,2026-02-21 12:40:09,10
4,7,6,5,7,"2/5/2026 22:42:48","Ethan",1,2026-02-05 22:42:48,18
4,4,1,5,5,"2/5/2026 22:42:48","Ethan",1,2026-02-05 19:34:35,21
3,5,2,7,1,"2/12/2026 17:47:13","Cailey",0,2026-02-05 19:30:05,21
1,3,1,3,5,"2/20/2026 21:49:58","Ethan",1,2026-02-21 12:40:29,21
5,5,7,5,6,"2/20/2026 21:50:17","Ethan",1,2026-02-20 21:50:17,22
2,3,1,3,2,"2/6/2026 14:06:46","Ethan",1,2026-02-05 19:30:05,10
3,5,5,5,5,"2/13/2026 19:58:39","Ethan",1,2026-02-12 18:03:41,18
2,1,4,3,3,"2/21/2026 12:40:29","Cailey",0,2026-02-20 21:50:17,12
7,5,7,6,7,"2/20/2026 21:50:27","Ethan",1,2026-02-21 12:40:29,21
1,1,2,2,6,"2/6/2026 10:48:57","Ethan",1,2026-02-13 19:58:39,12
6,5,7,4,7,"2/5/2026 22:42:48","Ethan",1,2026-02-05 19:30:05,19
4,5,5,5,5,"2/5/2026 22:42:48","Ethan",1,2026-02-05 19:30:05,19
2,1,1,1,2,"2/6/2026 14:06:46","Ethan",1,2026-02-12 18:03:41,12
3,4,4,3,2,"2/6/2026 10:49:15","Cailey",0,2026-02-12 18:03:41,10
1,5,5,5,3,"2/6/2026 10:48:57","Ethan",1,2026-02-12 17:47:13,10
6,7,7,3,5,"2/13/2026 19:58:39","Ethan",1,2026-02-05 19:30:05,21
2,1,2,1,3,"2/21/2026 12:39:51","Cailey",0,2026-02-20 21:49:48,12
3,7,1,5,5,"2/5/2026 19:34:35","Ethan",1,2026-02-12 17:47:13,17
3,7,2,6,6,"2/20/2026 21:50:17","Ethan",1,2026-02-21 12:40:09,19
2,5,6,5,7,"2/21/2026 12:40:29","Cailey",0,2026-02-21 12:40:29,12
2,4,3,7,1,"2/6/2026 10:48:57","Ethan",1,2026-02-05 22:42:48,14
4,4,3,5,4,"2/5/2026 22:42:48","Ethan",1,2026-02-13 19:58:39,21
4,7,4,5,6,"2/5/2026 22:00:48","Cailey",0,2026-02-12 17:47:13,21
1,1,1,2,3,"2/6/2026 10:48:57","Ethan",1,2026-02-06 10:48:57,12
2,3,5,1,6,"2/20/2026 21:49:48","Ethan",1,2026-02-21 12:39:51,21
1,1,5,3,2,"2/6/2026 10:48:57","Ethan",1,2026-02-05 19:34:35,12
2,5,1,5,2,"2/21/2026 12:40:29","Cailey",0,2026-02-20 21:50:08,12
7,5,4,5,5,"2/13/2026 19:58:39","Ethan",1,2026-02-05 19:34:35,22
4,5,3,5,3,"2/12/2026 18:03:41","Ethan",1,2026-02-13 19:58:39,21
3,5,2,5,3,"2/20/2026 21:50:08","Ethan",1,2026-02-20 21:50:08,21
1,1,5,3,2,"2/20/2026 21:49:48","Ethan",1,2026-02-20 21:49:48,21
1,3,5,3,1,"2/20/2026 21:49:58","Ethan",1,2026-02-21 12:40:09,22
3,5,2,5,1,"2/12/2026 18:03:41","Ethan",1,2026-02-06 10:49:15,22
4,5,4,4,3,"2/20/2026 21:50:08","Ethan",1,2026-02-20 21:49:48,21
3,7,4,7,1,"2/20/2026 21:50:08","Ethan",1,2026-02-21 12:40:29,22
5,5,6,5,5,"2/6/2026 10:49:15","Cailey",0,2026-02-05 19:30:05,10
7,5,6,5,7,"2/12/2026 17:47:13","Cailey",0,2026-02-05 22:00:48,21
7,5,7,6,7,"2/20/2026 21:50:27","Ethan",1,2026-02-20 21:50:08,21
3,5,5,5,3,"2/20/2026 21:50:08","Ethan",1,2026-02-20 21:49:48,22
5,4,7,7,7,"2/12/2026 17:47:13","Cailey",0,2026-02-12 17:47:13,21
1,3,4,1,5,"2/21/2026 12:40:09","Ethan",1,2026-02-21 12:40:29,12
2,1,1,2,3,"2/21/2026 12:40:09","Ethan",1,2026-02-20 21:49:48,12
1,1,4,1,1,"2/21/2026 12:40:29","Cailey",0,2026-02-20 21:50:27,14
4,5,3,5,4,"2/12/2026 18:03:41","Ethan",1,2026-02-06 10:48:57,21
4,5,5,5,3,"2/12/2026 18:03:41","Ethan",1,2026-02-06 14:06:46,19
7,4,5,5,1,"2/5/2026 19:30:05","Cailey",0,2026-02-06 14:06:46,21
3,5,6,7,7,"2/20/2026 21:50:27","Ethan",1,2026-02-20 21:50:08,22
1,1,3,1,1,"2/21/2026 12:40:29","Cailey",0,2026-02-20 21:50:17,14
7,5,7,6,7,"2/5/2026 22:42:48","Ethan",1,2026-02-05 22:42:48,21
1,4,1,3,4,"2/21/2026 12:39:51","Cailey",0,2026-02-21 12:39:51,10
4,5,5,5,5,"2/12/2026 18:03:41","Ethan",1,2026-02-06 14:06:46,22
6,7,6,6,7,"2/20/2026 21:50:27","Ethan",1,2026-02-21 12:40:29,21
4,4,2,7,3,"2/20/2026 21:50:17","Ethan",1,2026-02-20 21:50:27,17
4,7,3,6,1,"2/5/2026 22:00:48","Cailey",0,2026-02-05 22:00:48,19
1,1,1,3,2,"2/20/2026 21:49:48","Ethan",1,2026-02-21 12:39:51,21
4,4,5,3,1,"2/12/2026 17:47:13","Cailey",0,2026-02-06 14:06:46,21
2,4,1,5,3,"2/20/2026 21:49:58","Ethan",1,2026-02-20 21:49:58,21
3,5,3,5,3,"2/20/2026 21:50:27","Ethan",1,2026-02-20 21:50:08,19
5,7,4,7,1,"2/12/2026 17:47:13","Cailey",0,2026-02-05 22:00:48,21
3,7,4,3,3,"2/20/2026 21:50:27","Ethan",1,2026-02-20 21:49:48,21
2,4,4,3,3,"2/20/2026 21:49:48","Ethan",1,2026-02-21 12:39:51,19
2,3,1,1,5,"2/21/2026 12:39:51","Cailey",0,2026-02-21 12:40:09,10
1,1,1,1,5,"2/20/2026 21:49:48","Ethan",1,2026-02-21 12:40:09,22
7,5,5,7,4,"2/20/2026 21:50:27","Ethan",1,2026-02-20 21:49:48,19
1,1,5,3,3,"2/20/2026 21:49:48","Ethan",1,2026-02-20 21:49:48,21
7,7,7,5,6,"2/5/2026 19:30:05","Cailey",0,2026-02-13 19:58:39,19
1,1,4,2,3,"2/20/2026 21:49:48","Ethan",1,2026-02-20 21:50:17,18
2,5,5,7,3,"2/21/2026 12:39:51","Cailey",0,2026-02-21 12:40:09,14
2,3,3,1,4,"2/20/2026 21:49:48","Ethan",1,2026-02-21 12:39:51,18
7,5,7,5,7,"2/5/2026 19:30:05","Cailey",0,2026-02-06 10:49:15,21
7,5,6,7,7,"2/5/2026 19:34:35","Ethan",1,2026-02-06 14:06:46,22
7,7,5,7,1,"2/20/2026 21:50:27","Ethan",1,2026-02-21 12:39:51,21
5,5,5,5,5,"2/6/2026 10:49:15","Cailey",0,2026-02-05 22:42:48,14
1,3,5,1,3,"2/20/2026 21:49:58","Ethan",1,2026-02-21 12:39:51,21
7,4,7,7,6,"2/20/2026 21:50:27","Ethan",1,2026-02-20 21:50:17,21
3,5,4,7,5,"2/5/2026 22:00:48","Cailey",0,2026-02-06 14:06:46,18
3,7,6,5,7,"2/6/2026 10:49:15","Cailey",0,2026-02-13 19:58:39,12
5,7,7,4,5,"2/5/2026 22:42:48","Ethan",1,2026-02-05 19:30:05,18
7,5,6,7,5,"2/6/2026 10:49:15","Cailey",0,2026-02-05 22:00:48,12
1,3,3,1,5,"2/6/2026 14:06:46","Ethan",1,2026-02-05 19:34:35,12
2,1,3,1,5,"2/6/2026 14:06:46","Ethan",1,2026-02-13 19:58:39,12
3,5,1,7,1,"2/5/2026 22:00:48","Cailey",0,2026-02-05 19:30:05,22
4,5,6,7,7,"2/5/2026 19:34:35","Ethan",1,2026-02-13 19:58:39,21
7,5,7,7,7,"2/20/2026 21:50:27","Ethan",1,2026-02-21 12:40:09,22
1,4,3,6,3,"2/21/2026 12:40:29","Cailey",0,2026-02-21 12:40:29,12
4,4,5,7,6,"2/5/2026 19:34:35","Ethan",1,2026-02-05 19:34:35,21
3,5,4,5,3,"2/5/2026 22:00:48","Cailey",0,2026-02-06 10:48:57,21
7,5,5,5,1,"2/5/2026 22:42:48","Ethan",1,2026-02-05 19:34:35,21
7,5,5,5,5,"2/20/2026 21:50:17","Ethan",1,2026-02-21 12:40:09,21
4,5,6,5,7,"2/13/2026 19:58:39","Ethan",1,2026-02-05 19:30:05,22
4,4,6,7,7,"2/5/2026 22:00:48","Cailey",0,2026-02-05 19:34:35,17
3,5,1,7,2,"2/5/2026 22:00:48","Cailey",0,2026-02-05 22:42:48,19
3,5,6,3,7,"2/5/2026 22:00:48","Cailey",0,2026-02-06 10:48:57,21
1,5,5,5,4,"2/20/2026 21:49:48","Ethan",1,2026-02-21 12:39:51,18
3,5,5,5,3,"2/5/2026 22:00:48","Cailey",0,2026-02-05 19:34:35,19
